"symbol","uniprot","ensembl","entrez","name","geneset"
"FKBP10","Q96AY3","ENSG00000141756",60681,"Peptidyl-prolyl cis-trans isomerase FKBP10","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FKBP9","O95302","ENSG00000122642",11328,"Peptidyl-prolyl cis-trans isomerase FKBP9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FKBPL","Q9UIM3","ENSG00000223666",63943,"FK506-binding protein-like","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MMUT","P22033","ENSG00000146085",4594,"Methylmalonyl-CoA mutase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDIA2","Q13087","ENSG00000185615",64714,"Protein disulfide-isomerase A2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDIA3","P30101","ENSG00000167004",2923,"Protein disulfide-isomerase A3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDIA5","Q14554","ENSG00000065485",10954,"Protein disulfide-isomerase A5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDIA6","Q15084","ENSG00000143870",10130,"Protein disulfide-isomerase A6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PGAM2","P15259","ENSG00000164708",5224,"Phosphoglycerate mutase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PGM5","Q15124","ENSG00000154330",5239,"Phosphoglucomutase-like protein 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PMM2","O15305","ENSG00000140650",5373,"Phosphomannomutase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TXNDC11","Q6PKC3","ENSG00000153066",51061,"Thioredoxin domain-containing protein 11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDILT","Q8N807","ENSG00000169340",204474,"Protein disulfide-isomerase-like protein of the testis","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACACA","Q13085","ENSG00000275176",31,"Acetyl-CoA carboxylase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CACYBP","Q9HB71","ENSG00000116161",27101,"Calcyclin-binding protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GART","P22102","ENSG00000262473",2618,"Trifunctional purine biosynthetic protein adenosine-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GCLC","P48506","ENSG00000001084",2729,"Glutamate--cysteine ligase catalytic subunit","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCCC2","Q9HCC0","ENSG00000131844",64087,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PC","P11498","ENSG00000173599",5091,"Pyruvate carboxylase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PCCA","P05165","ENSG00000175198",5095,"Propionyl-CoA carboxylase alpha chain, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SENP7","Q9BQF6","ENSG00000138468",57337,"Sentrin-specific protease 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
NA,"Q309B1",NA,NA,"Tripartite motif-containing protein 16-like protein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACSL1","P33121","ENSG00000151726",2180,"Long-chain-fatty-acid--CoA ligase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACSM1","Q08AH1","ENSG00000166743",116285,"Acyl-coenzyme A synthetase ACSM1, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ALAS2","P22557","ENSG00000158578",212,"5-aminolevulinate synthase, erythroid-specific, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDY1","Q9Y6F8","ENSG00000172288",9085,"Testis-specific chromodomain protein Y 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDY2A","Q9Y6F7","ENSG00000182415",9426,"Testis-specific chromodomain protein Y 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDY2A","Q9Y6F7","ENSG00000182415",9426,"Testis-specific chromodomain protein Y 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ECHDC1","Q9NTX5","ENSG00000093144",55862,"Ethylmalonyl-CoA decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FDPS","P14324","ENSG00000160752",2224,"Farnesyl pyrophosphate synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GCAT","O75600","ENSG00000100116",23464,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GSS","P48637","ENSG00000100983",2937,"Glutathione synthetase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HAS3","O00219","ENSG00000103044",3038,"Hyaluronan synthase 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HMGCS1","Q01581","ENSG00000112972",3157,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LARS2","Q15031","ENSG00000011376",23395,"Probable leucine--tRNA ligase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MARS1","P56192","ENSG00000166986",4141,"Methionine--tRNA ligase, cytoplasmic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MTHFD1L","Q6UB35","ENSG00000120254",25902,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NOS3","P29474","ENSG00000164867",4846,"Nitric oxide synthase, endothelial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PAFAH2","Q99487","ENSG00000158006",5051,"Platelet-activating factor acetylhydrolase 2, cytoplasmic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PLA2G7","Q13093","ENSG00000146070",7941,"Platelet-activating factor acetylhydrolase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"POLG2","Q9UHN1","ENSG00000256525",11232,"DNA polymerase subunit gamma-2, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PTGES","O14684","ENSG00000148344",9536,"Prostaglandin E synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PTS","Q03393","ENSG00000150787",5805,"6-pyruvoyl tetrahydrobiopterin synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SAMD8","Q96LT4","ENSG00000156671",142891,"Sphingomyelin synthase-related protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A1","Q6PCB7","ENSG00000130304",376497,"Long-chain fatty acid transport protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A2","O14975","ENSG00000140284",11001,"Very long-chain acyl-CoA synthetase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A3","Q5K4L6","ENSG00000263163",11000,"Solute carrier family 27 member 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A4","Q6P1M0","ENSG00000167114",10999,"Long-chain fatty acid transport protein 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A5","Q9Y2P5","ENSG00000083807",10998,"Bile acyl-CoA synthetase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TBXAS1","P24557","ENSG00000059377",6916,"Thromboxane-A synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TYMS","P04818","ENSG00000176890",7298,"Thymidylate synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"UROS","P10746","ENSG00000188690",7390,"Uroporphyrinogen-III synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WARS1","P23381","ENSG00000140105",7453,"Tryptophan--tRNA ligase, cytoplasmic","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TRIM16","O95361","ENSG00000221926",10626,"Tripartite motif-containing protein 16","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"WARS2","Q9UGM6","ENSG00000116874",10352,"Tryptophan--tRNA ligase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY2","Q08462","ENSG00000078295",108,"Adenylate cyclase type 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY3","O60266","ENSG00000138031",109,"Adenylate cyclase type 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY4","Q8NFM4","ENSG00000284814",196883,"Adenylate cyclase type 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY5","O95622","ENSG00000173175",111,"Adenylate cyclase type 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY6","O43306","ENSG00000174233",112,"Adenylate cyclase type 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY7","P51828","ENSG00000121281",113,"Adenylate cyclase type 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADSL","P30566","ENSG00000239900",158,"Adenylosuccinate lyase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ALAD","P13716","ENSG00000148218",210,"Delta-aminolevulinic acid dehydratase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ALDOB","P05062","ENSG00000136872",229,"Fructose-bisphosphate aldolase B","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"AMD1","P17707","ENSG00000123505",262,"S-adenosylmethionine decarboxylase proenzyme","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA12","O43570","ENSG00000074410",771,"Carbonic anhydrase 12","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA14","Q9ULX7","ENSG00000118298",23632,"Carbonic anhydrase 14","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA3","P07451","ENSG00000164879",761,"Carbonic anhydrase 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA4","P22748","ENSG00000167434",762,"Carbonic anhydrase 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA5A","P35218","ENSG00000174990",763,"Carbonic anhydrase 5A, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA5B","Q9Y2D0","ENSG00000169239",11238,"Carbonic anhydrase 5B, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA9","Q16790","ENSG00000107159",768,"Carbonic anhydrase 9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CRYM","Q14894","ENSG00000103316",1428,"Ketimine reductase mu-crystallin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CSAD","Q9Y600","ENSG00000139631",51380,"Cysteine sulfinic acid decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DDC","P20711","ENSG00000132437",1644,"Aromatic-L-amino-acid decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ENO3","P13929","ENSG00000108515",2027,"Beta-enolase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FECH","P22830","ENSG00000066926",2235,"Ferrochelatase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GAD2","Q05329","ENSG00000136750",2572,"Glutamate decarboxylase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GADL1","Q6ZQY3","ENSG00000144644",339896,"Acidic amino acid decarboxylase GADL1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GALE","Q14376","ENSG00000117308",2582,"UDP-glucose 4-epimerase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GGCX","P38435","ENSG00000115486",2677,"Vitamin K-dependent gamma-carboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GMDS","O60547","ENSG00000112699",2762,"GDP-mannose 4,6 dehydratase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GUCY1A1","Q02108","ENSG00000164116",2982,"Guanylate cyclase soluble subunit alpha-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
NA,NA,NA,NA,NA,"Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HMGCL","P35914","ENSG00000117305",3155,"Hydroxymethylglutaryl-CoA lyase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MVD","P53602","ENSG00000167508",4597,"Diphosphomevalonate decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NPR3","P17342","ENSG00000113389",4883,"Atrial natriuretic peptide receptor 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SGPL1","O95470","ENSG00000166224",8879,"Sphingosine-1-phosphate lyase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"UROD","P06132","ENSG00000126088",7389,"Uroporphyrinogen decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CLN3","Q13286","ENSG00000188603",1201,"Battenin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DYSF","O75923","ENSG00000135636",8291,"Dysferlin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LMAN1","P49257","ENSG00000074695",3998,"Protein ERGIC-53","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"OTOF","Q9HC10","ENSG00000115155",9381,"Otoferlin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"OTOP1","Q7RTM1","ENSG00000163982",133060,"Proton channel OTOP1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
NA,NA,NA,NA,NA,"Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PROM1","O43490","ENSG00000007062",8842,"Prominin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX10","O60499","ENSG00000104915",8677,"Syntaxin-10","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX12","Q86Y82","ENSG00000117758",23673,"Syntaxin-12","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX19","Q8N4C7","ENSG00000178750",415117,"Syntaxin-19","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX3","Q13277","ENSG00000166900",6809,"Syntaxin-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX4","Q12846","ENSG00000103496",6810,"Syntaxin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX5","Q13190","ENSG00000162236",6811,"Syntaxin-5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX7","O15400","ENSG00000079950",8417,"Syntaxin-7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYNGR1","O43759","ENSG00000100321",9145,"Synaptogyrin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYNGR2","O43760","ENSG00000108639",9144,"Synaptogyrin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYNGR4","O95473","ENSG00000105467",23546,"Synaptogyrin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYNPR","Q8TBG9","ENSG00000163630",132204,"Synaptoporin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYPL1","Q16563","ENSG00000008282",6856,"Synaptophysin-like protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT1","P21579","ENSG00000067715",6857,"Synaptotagmin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT10","Q6XYQ8","ENSG00000110975",341359,"Synaptotagmin-10","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT11","Q9BT88","ENSG00000132718",23208,"Synaptotagmin-11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT12","Q8IV01","ENSG00000173227",91683,"Synaptotagmin-12","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT15","Q9BQS2","ENSG00000204176",83849,"Synaptotagmin-15","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT16","Q17RD7","ENSG00000139973",83851,"Synaptotagmin-16","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT2","Q8N9I0","ENSG00000143858",127833,"Synaptotagmin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT3","Q9BQG1","ENSG00000213023",84258,"Synaptotagmin-3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT4","Q9H2B2","ENSG00000132872",6860,"Synaptotagmin-4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT5","O00445","ENSG00000129990",6861,"Synaptotagmin-5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT6","Q5T7P8","ENSG00000134207",148281,"Synaptotagmin-6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT8","Q8NBV8","ENSG00000288149",90019,"Synaptotagmin-8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"VAPA","Q9P0L0","ENSG00000101558",9218,"Vesicle-associated membrane protein-associated protein A","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CDY1","Q9Y6F8","ENSG00000172288",9085,"Testis-specific chromodomain protein Y 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"DDT","P30046","ENSG00000275003",1652,"D-dopachrome decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FKBP11","Q9NYL4","ENSG00000134285",51303,"Peptidyl-prolyl cis-trans isomerase FKBP11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"IDI1","Q13907","ENSG00000067064",3422,"Isopentenyl-diphosphate Delta-isomerase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PDIA4","P13667","ENSG00000155660",9601,"Protein disulfide-isomerase A4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PGM1","P36871","ENSG00000079739",5236,"Phosphoglucomutase-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"TXNDC5","Q8NBS9","ENSG00000239264",81567,"Thioredoxin domain-containing protein 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ACACB","O00763","ENSG00000076555",32,"Acetyl-CoA carboxylase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCCC1","Q96RQ3","ENSG00000078070",56922,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PCCB","P05166","ENSG00000114054",5096,"Propionyl-CoA carboxylase beta chain, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CBS","P35520","ENSG00000160200",875,"Cystathionine beta-synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ECH1","Q13011","ENSG00000282853",1891,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GCLM","P48507","ENSG00000023909",2730,"Glutamate--cysteine ligase regulatory subunit","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HMGCS2","P54868","ENSG00000134240",3158,"Hydroxymethylglutaryl-CoA synthase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NOS1","P29475","ENSG00000089250",4842,"Nitric oxide synthase, brain","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PTGS1","P23219","ENSG00000095303",5742,"Prostaglandin G/H synthase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PTGS2","P35354","ENSG00000073756",5743,"Prostaglandin G/H synthase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SLC27A6","Q9Y2P4","ENSG00000113396",28965,"Long-chain fatty acid transport protein 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SRM","P19623","ENSG00000116649",6723,"Spermidine synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY1","Q08828","ENSG00000164742",107,"Adenylate cyclase type 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY8","P40145","ENSG00000155897",114,"Adenylate cyclase type 8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"ADCY9","O60503","ENSG00000162104",115,"Adenylate cyclase type 9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA1","P00915","ENSG00000133742",759,"Carbonic anhydrase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA6","P23280","ENSG00000131686",765,"Carbonic anhydrase 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA7","P43166","ENSG00000168748",766,"Carbonic anhydrase 7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FH","P07954","ENSG00000091483",2271,"Fumarate hydratase, mitochondrial","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GAD1","Q99259","ENSG00000128683",2571,"Glutamate decarboxylase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GUCY1B1","Q02153","ENSG00000061918",2983,"Guanylate cyclase soluble subunit beta-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HDC","P19113","ENSG00000140287",3067,"Histidine decarboxylase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BIN1","O00499","ENSG00000136717",274,"Myc box-dependent-interacting protein 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"BIN3","Q9NQY0","ENSG00000147439",55909,"Bridging integrator 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PROM2","Q8N271","ENSG00000155066",150696,"Prominin-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SDCBP","O00560","ENSG00000137575",6386,"Syntenin-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX16","O14662","ENSG00000124222",8675,"Syntaxin-16","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX17","P56962","ENSG00000136874",55014,"Syntaxin-17","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX6","O43752","ENSG00000135823",10228,"Syntaxin-6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT13","Q7L8C5","ENSG00000019505",57586,"Synaptotagmin-13","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT14","Q8NB59","ENSG00000143469",255928,"Synaptotagmin-14","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT7","O43581","ENSG00000011347",9066,"Synaptotagmin-7","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYT9","Q86SS6","ENSG00000170743",143425,"Synaptotagmin-9","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"FASN","P49327","ENSG00000169710",2194,"Fatty acid synthase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HAS2","Q92819","ENSG00000170961",3037,"Hyaluronan synthase 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MOCS2","O96033","ENSG00000164172",4338,"Molybdopterin synthase sulfur carrier subunit","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"GUCY1A2","P33402","ENSG00000152402",2977,"Guanylate cyclase soluble subunit alpha-2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HSD3B2","P26439","ENSG00000203859",3284,"3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"LLGL2","Q6P1M3","ENSG00000073350",3993,"LLGL scribble cell polarity complex component 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"PORCN","Q9H237","ENSG00000102312",64840,"Protein-serine O-palmitoleoyltransferase porcupine","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"STX11","O75558","ENSG00000135604",8676,"Syntaxin-11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"EBP","Q15125","ENSG00000147155",10682,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"HAS1","Q92839","ENSG00000105509",3036,"Hyaluronan synthase 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"CA13","Q8N1Q1","ENSG00000185015",377677,"Carbonic anhydrase 13","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"OTOP2","Q7RTS6","ENSG00000183034",92736,"Proton channel OTOP2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"SYP","P08247","ENSG00000102003",6855,"Synaptophysin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MCM8","Q9UJA3","ENSG00000125885",84515,"DNA helicase MCM8","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MECP2","P51608","ENSG00000169057",4204,"Methyl-CpG-binding protein 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MLH1","P40692","ENSG00000076242",4292,"DNA mismatch repair protein Mlh1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MLH3","Q9UHC1","ENSG00000119684",27030,"DNA mismatch repair protein Mlh3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MRE11","P49959","ENSG00000020922",4361,"Double-strand break repair protein MRE11","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSH2","P43246","ENSG00000095002",4436,"DNA mismatch repair protein Msh2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSH3","P20585","ENSG00000113318",4437,"DNA mismatch repair protein Msh3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSH4","O15457","ENSG00000057468",4438,"MutS protein homolog 4","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSH5","O43196","ENSG00000230293",4439,"MutS protein homolog 5","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"MSH6","P52701","ENSG00000116062",2956,"DNA mismatch repair protein Msh6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NCBP2","P52298","ENSG00000114503",22916,"Nuclear cap-binding protein subunit 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NDN","Q99608","ENSG00000182636",4692,"Necdin","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NEIL1","Q96FI4","ENSG00000140398",79661,"Endonuclease 8-like 1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NEIL2","Q969S2","ENSG00000154328",252969,"Endonuclease 8-like 2","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NEIL3","Q8TAT5","ENSG00000109674",55247,"Endonuclease 8-like 3","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NIN","Q8N4C6","ENSG00000100503",51199,"Ninein","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NOL6","Q9H6R4","ENSG00000165271",65083,"Nucleolar protein 6","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
"NOVA1","P51513","ENSG00000139910",4857,"RNA-binding protein Nova-1","Gain Loss Fcn BG (All tested; see CFTR effectors tab for details)"
